Date,Open,High,Low,Close,Adj Close,Volume
2022-11-08,134.300003,135.279999,132.229996,134.440002,128.375015,5039800
2022-11-09,132.460007,132.570007,124.889999,125.260002,119.609161,7069500
2022-11-10,128.100006,129.770004,125.570000,129.460007,123.619690,7543900
2022-11-11,131.199997,134.850006,130.559998,133.960007,127.916687,8662000
2022-11-14,132.380005,135.679993,132.279999,133.029999,127.514091,6163400
2022-11-15,133.589996,134.839996,131.910004,134.089996,128.530121,8300600
2022-11-16,132.580002,133.500000,129.089996,129.240005,123.881241,7365600
2022-11-17,127.589996,131.369995,127.029999,131.190002,125.750366,5735800
2022-11-18,128.410004,129.199997,126.500000,128.589996,123.258179,5727200
2022-11-21,125.040001,127.110001,121.809998,125.489998,120.286720,6573200
2022-11-22,128.000000,130.550003,126.459999,129.979996,124.590538,5604200
2022-11-23,127.589996,129.220001,125.800003,126.739998,121.484886,7482600
2022-11-25,126.889999,127.769997,126.500000,126.809998,121.551987,2547800
2022-11-28,122.699997,125.059998,121.239998,123.839996,118.705132,5648600
2022-11-29,125.820000,126.830002,123.919998,124.250000,119.098129,4909700
2022-11-30,126.650002,126.680000,122.440002,123.510002,118.388817,8484500
2022-12-01,124.669998,125.370003,122.889999,123.059998,117.957481,5285100
2022-12-02,122.120003,123.870003,121.339996,122.180000,117.113968,4879700
2022-12-05,124.260002,124.690002,118.709999,119.370003,114.420479,5478700
2022-12-06,118.440002,119.739998,114.540001,115.610001,110.816383,6498400
2022-12-07,116.290001,117.599998,114.089996,114.879997,110.116653,6099100
2022-12-08,117.790001,117.889999,111.879997,112.599998,107.931183,7720400
2022-12-09,112.410004,113.949997,109.730003,110.019997,105.458160,6385700
2022-12-12,110.900002,112.300003,110.070000,111.779999,107.145195,5636500
2022-12-13,114.449997,115.589996,113.370003,113.410004,108.707603,6285200
2022-12-14,114.750000,115.650002,112.040001,112.870003,108.190002,5927000
2022-12-15,111.639999,112.919998,110.470001,112.550003,107.883270,6400900
2022-12-16,110.449997,111.220001,109.010002,110.440002,105.860748,17422600
2022-12-19,112.160004,112.760002,109.639999,110.440002,105.860748,4991400
2022-12-20,110.449997,113.809998,110.000000,112.650002,107.979111,5538700
2022-12-21,114.940002,116.669998,113.550003,116.279999,111.458595,5433000
2022-12-22,116.050003,116.779999,109.839996,112.900002,108.218742,5295400
2022-12-23,113.650002,117.099998,113.650002,117.050003,112.896660,5001500
2022-12-27,117.919998,119.059998,117.059998,118.470001,114.266273,3849400
2022-12-28,118.209999,118.269997,114.739998,115.309998,111.218391,3856400
2022-12-29,114.730003,117.000000,114.620003,116.389999,112.260078,2921600
2022-12-30,116.070000,118.209999,116.010002,118.000000,113.812950,4220500
2023-01-03,116.559998,117.980003,111.919998,113.120003,109.106102,5424400
2023-01-04,111.220001,114.309998,110.459999,113.339996,109.318291,4837600
2023-01-05,113.529999,117.800003,113.529999,116.769997,112.626587,5177700
2023-01-06,118.500000,120.190002,117.540001,118.230003,114.034790,4442300
2023-01-09,120.320000,120.660004,116.860001,117.360001,113.195656,5403200
2023-01-10,118.230003,118.620003,116.680000,118.080002,113.890099,4042700
2023-01-11,119.190002,119.550003,116.910004,118.239998,114.044418,4569900
2023-01-12,118.389999,121.099998,117.849998,120.160004,115.896309,5072500
2023-01-13,120.580002,121.849998,118.510002,121.470001,117.159821,4360200
2023-01-17,121.059998,122.540001,119.559998,120.239998,115.973457,5228500
2023-01-18,121.199997,123.709999,118.360001,118.550003,114.343437,5138700
2023-01-19,117.550003,120.260002,116.260002,119.639999,115.394760,5049100
2023-01-20,120.160004,121.910004,119.250000,121.800003,117.478111,5101400
2023-01-23,122.459999,123.169998,119.970001,120.129997,115.867371,3963200
2023-01-24,121.000000,121.000000,117.639999,118.809998,114.594193,4216900
2023-01-25,118.199997,120.379997,116.639999,120.370003,116.098854,3984700
2023-01-26,122.290001,124.730003,120.800003,124.650002,120.226982,5807400
2023-01-27,124.690002,126.389999,123.519997,123.610001,119.223877,4857500
2023-01-30,122.089996,122.599998,120.330002,120.529999,116.253166,5246300
2023-01-31,120.220001,122.089996,119.099998,121.870003,117.545631,5200100
2023-02-01,120.709999,120.970001,115.199997,117.699997,113.523598,7282300
2023-02-02,113.489998,115.389999,109.760002,111.300003,107.350685,11531300
2023-02-03,111.309998,112.389999,107.760002,108.110001,104.273880,13504200
2023-02-06,108.570000,109.949997,106.730003,107.489998,103.675873,11516300
2023-02-07,108.410004,112.150002,107.410004,112.019997,108.045135,7370600
2023-02-08,112.230003,113.000000,109.839996,110.790001,106.858772,6713200
2023-02-09,110.610001,111.739998,109.849998,109.930000,106.029305,5768300
2023-02-10,111.980003,115.370003,111.830002,115.059998,110.977272,10779200
2023-02-13,113.949997,114.099998,112.120003,112.309998,108.807137,6018200
2023-02-14,111.000000,114.449997,110.550003,113.550003,110.008461,7308100
2023-02-15,111.820000,112.169998,109.980003,111.650002,108.167717,7203700
2023-02-16,110.879997,111.709999,108.089996,108.360001,104.980339,6531900
2023-02-17,106.139999,106.669998,103.169998,104.120003,100.872581,11294500
2023-02-21,104.010002,106.120003,103.510002,105.309998,102.025467,7200600
2023-02-22,105.480003,105.480003,102.959999,104.080002,100.833824,7929500
2023-02-23,106.000000,106.400002,104.070000,105.430000,102.141716,6095800
2023-02-24,104.169998,105.550003,103.360001,105.250000,101.967331,5617900
2023-02-27,105.169998,106.180000,103.440002,105.860001,102.558304,7429300
2023-02-28,106.660004,107.309998,103.309998,103.349998,100.126587,8771800
2023-03-01,103.730003,107.680000,103.230003,106.250000,102.936150,6064700
2023-03-02,106.070000,108.959999,105.779999,108.330002,104.951271,5458600
2023-03-03,106.269997,109.080002,105.820000,108.639999,105.251602,7075100
2023-03-06,107.580002,109.599998,107.099998,109.559998,106.142899,6200900
2023-03-07,108.589996,108.919998,106.669998,107.650002,104.292480,4973200
2023-03-08,107.000000,108.529999,105.760002,107.230003,103.885582,4576800
2023-03-09,107.919998,109.250000,105.360001,105.809998,102.509865,5191600
2023-03-10,105.730003,107.330002,103.599998,104.220001,100.969452,5313100
2023-03-13,102.000000,103.580002,99.570000,100.680000,97.539864,8789700
2023-03-14,101.050003,104.419998,99.620003,101.360001,98.198654,7090800
2023-03-15,97.419998,98.709999,93.589996,95.239998,92.269531,10661200
2023-03-16,92.010002,96.500000,91.529999,96.400002,93.393364,10111500
2023-03-17,96.349998,96.949997,93.500000,94.389999,91.446030,17056000
2023-03-20,94.839996,96.889999,94.709999,96.160004,93.160843,7932900
2023-03-21,98.089996,100.089996,98.000000,99.709999,96.600113,6770200
2023-03-22,100.000000,101.089996,98.290001,98.370003,95.301910,5635500
2023-03-23,98.510002,99.760002,95.500000,96.419998,93.412743,5866400
2023-03-24,94.559998,95.900002,93.260002,95.430000,92.453613,8385900
2023-03-27,96.309998,98.500000,95.599998,97.480003,94.439674,6049700
2023-03-28,96.610001,98.690002,96.430000,97.930000,95.463234,3792000
2023-03-29,99.639999,100.300003,98.669998,99.750000,97.237373,7596300
2023-03-30,100.610001,100.860001,98.870003,99.250000,96.749977,5461100
2023-03-31,99.809998,99.900002,98.940002,99.209999,96.710991,7708800
2023-04-03,105.129997,109.139999,105.010002,108.419998,105.688995,12394300
2023-04-04,108.330002,108.769997,105.110001,106.300003,103.622398,5425500
2023-04-05,106.910004,107.879997,105.919998,107.750000,105.035873,5806800
2023-04-06,106.900002,107.739998,105.889999,106.260002,103.583412,5087800
2023-04-10,107.040001,108.010002,105.610001,105.949997,103.281212,4374700
2023-04-11,106.099998,107.199997,105.489998,106.750000,104.061058,4812200
2023-04-12,108.480003,109.089996,107.410004,107.529999,104.821419,8108200
2023-04-13,107.940002,109.900002,107.120003,109.040001,106.293381,7160100
2023-04-14,109.480003,110.019997,108.120003,108.500000,105.766975,5052100
2023-04-17,106.800003,107.690002,105.519997,105.610001,102.949768,6278800
2023-04-18,104.989998,105.699997,104.099998,104.949997,102.306389,7745300
2023-04-19,103.849998,105.809998,103.500000,105.260002,102.608582,4717500
2023-04-20,103.449997,103.900002,102.120003,103.779999,101.165863,5351600
2023-04-21,104.099998,104.199997,101.629997,102.260002,99.684158,5279000
2023-04-24,101.949997,103.949997,101.769997,103.650002,101.039131,5215800
2023-04-25,101.599998,102.410004,100.480003,102.089996,99.518433,5355800
2023-04-26,101.330002,102.129997,99.650002,100.470001,97.939247,4295000
2023-04-27,100.449997,101.930000,99.809998,101.230003,98.680099,4196700
2023-04-28,100.570000,103.730003,100.320000,102.889999,100.298286,6637400
2023-05-01,101.580002,103.010002,101.129997,102.529999,99.947357,3644900
2023-05-02,100.879997,101.389999,97.480003,98.639999,96.155342,8100100
2023-05-03,96.830002,97.580002,95.699997,96.089996,93.669571,9085100
2023-05-04,96.199997,98.519997,95.809998,97.360001,94.907585,6840000
2023-05-05,101.120003,101.599998,98.940002,100.370003,97.841766,5566700
2023-05-08,102.089996,102.750000,100.599998,100.900002,98.358414,5058900
2023-05-09,100.010002,102.620003,99.949997,101.529999,98.972542,4896100
2023-05-10,101.989998,102.260002,99.550003,100.470001,97.939247,5285900
2023-05-11,98.879997,100.120003,98.550003,99.889999,97.373856,5671700
2023-05-12,100.639999,100.949997,98.709999,99.430000,96.925438,5003900
2023-05-15,99.330002,100.449997,98.459999,100.290001,98.267822,5838100
2023-05-16,99.870003,100.559998,97.419998,98.070000,96.092575,4822200
2023-05-17,99.540001,101.459999,98.559998,100.709999,98.679344,5013700
2023-05-18,100.199997,100.849998,99.250000,100.739998,98.708740,5503400
2023-05-19,102.330002,103.589996,101.830002,102.599998,100.531235,6067400
2023-05-22,102.730003,104.919998,102.419998,103.730003,101.638451,5561900
2023-05-23,104.459999,105.570000,103.989998,104.389999,102.285141,5415700
2023-05-24,105.489998,105.680000,103.470001,103.980003,101.883415,5141900
2023-05-25,101.940002,102.400002,100.500000,101.690002,99.639587,4951900
2023-05-26,102.669998,102.849998,100.879997,101.849998,99.796364,5709500
2023-05-30,100.699997,101.589996,100.029999,101.199997,99.159462,6721800
2023-05-31,99.430000,100.989998,99.230003,99.300003,97.297783,22757300
2023-06-01,99.570000,100.980003,98.379997,99.529999,97.523132,5857800
2023-06-02,101.360001,102.930000,100.480003,102.349998,100.286270,4958000
2023-06-05,104.250000,104.250000,100.970001,102.070000,100.011925,5153900
2023-06-06,101.050003,102.739998,100.349998,101.940002,99.884552,3622400
2023-06-07,102.320000,105.480003,102.320000,104.809998,102.696671,4827700
2023-06-08,104.849998,105.570000,102.589996,104.540001,102.432121,5231300
2023-06-09,104.839996,105.449997,103.629997,103.889999,101.795227,4085100
2023-06-12,102.209999,104.150002,101.430000,102.820000,100.746811,6049600
2023-06-13,103.849998,105.470001,103.220001,103.410004,101.324898,4904300
2023-06-14,104.430000,104.949997,102.040001,102.669998,100.599823,4915300
2023-06-15,102.889999,105.309998,102.830002,104.150002,102.049980,4614600
2023-06-16,104.860001,105.480003,104.220001,104.919998,102.804459,9928200
2023-06-20,104.129997,104.750000,101.019997,102.029999,99.972725,8590000
2023-06-21,101.800003,104.430000,101.800003,103.699997,101.609062,6477500
2023-06-22,102.639999,102.879997,101.099998,101.430000,99.384827,4967700
2023-06-23,100.029999,100.919998,99.629997,100.459999,98.434387,7149000
2023-06-26,100.160004,101.870003,100.000000,101.309998,99.863686,4361000
2023-06-27,101.010002,101.620003,100.330002,100.790001,99.351105,3816900
2023-06-28,100.820000,102.720001,99.959999,102.510002,101.046562,5463000
2023-06-29,102.510002,103.309998,101.809998,103.059998,101.588699,4260300
2023-06-30,103.750000,104.400002,102.540001,103.610001,102.130852,6999600
2023-07-03,103.949997,104.989998,103.629997,104.230003,102.742004,2234000
2023-07-05,105.000000,105.000000,103.139999,104.019997,102.534996,4154900
2023-07-06,102.800003,103.629997,99.349998,100.339996,98.907524,6004500
2023-07-07,100.550003,104.610001,100.120003,103.230003,101.756279,7391700
2023-07-10,102.849998,104.459999,102.750000,104.349998,102.860283,6405900
2023-07-11,105.000000,107.610001,104.849998,107.440002,105.906174,5648800
2023-07-12,108.639999,109.570000,108.449997,109.309998,107.749474,6229200
2023-07-13,109.889999,111.760002,109.580002,110.550003,108.971779,6054900
2023-07-14,110.070000,110.230003,106.449997,107.089996,105.561165,4737900
2023-07-17,106.690002,107.660004,106.139999,106.440002,104.920456,4081400
2023-07-18,106.449997,109.500000,106.400002,108.750000,107.197472,4396800
2023-07-19,108.769997,110.690002,108.769997,109.480003,107.917053,5408200
2023-07-20,110.500000,111.779999,110.199997,111.690002,110.095497,6702300
2023-07-21,112.169998,113.199997,111.849998,112.889999,111.278374,4957000
2023-07-24,113.400002,115.699997,113.400002,114.720001,113.082245,3999600
2023-07-25,114.370003,116.519997,113.900002,116.180000,114.521393,3664700
2023-07-26,115.320000,117.139999,115.160004,116.830002,115.162125,4006300
2023-07-27,117.339996,117.889999,115.330002,115.779999,114.127106,4568500
2023-07-28,115.739998,116.300003,114.669998,115.930000,114.274971,3138800
2023-07-31,117.220001,118.250000,116.760002,117.720001,116.039413,4126100
2023-08-01,117.260002,117.830002,116.190002,117.379997,115.704269,3308200
2023-08-02,116.690002,117.540001,114.910004,115.589996,113.939827,4577800
2023-08-03,114.910004,117.290001,113.010002,114.989998,113.348389,7285300
2023-08-04,115.870003,116.690002,113.580002,113.709999,112.086662,6928700
2023-08-07,114.489998,114.599998,113.250000,114.480003,112.845673,3635100
2023-08-08,112.650002,115.790001,111.300003,115.589996,113.939827,4281300
2023-08-09,116.730003,118.839996,116.300003,116.440002,114.777687,4818800
2023-08-10,116.290001,117.589996,115.160004,115.830002,114.176392,3589300
2023-08-11,115.980003,118.050003,115.470001,117.809998,116.128128,3771200
2023-08-14,117.169998,117.779999,116.300003,117.690002,116.009850,4252400
2023-08-15,116.500000,116.849998,114.970001,115.510002,114.356522,4214900
2023-08-16,115.750000,116.910004,114.559998,114.639999,113.495209,3767200
2023-08-17,116.500000,117.879997,116.220001,116.730003,115.564339,4044700
2023-08-18,115.839996,118.029999,115.650002,117.290001,116.118752,4266100
2023-08-21,118.139999,119.110001,116.540001,117.209999,116.039543,3271600
2023-08-22,117.589996,117.739998,116.080002,116.150002,114.990135,3195900
2023-08-23,115.010002,116.339996,113.860001,115.809998,114.653519,3136700
2023-08-24,115.190002,116.379997,114.739998,114.800003,113.653618,3538500
2023-08-25,115.690002,117.129997,114.760002,116.519997,115.356438,3710300
2023-08-28,116.480003,118.400002,116.419998,117.519997,116.346443,2821600
2023-08-29,117.860001,118.099998,116.580002,117.660004,116.485054,3213700
2023-08-30,118.269997,118.940002,118.010002,118.699997,117.514664,2847500
2023-08-31,119.169998,119.559998,118.099998,119.029999,117.841370,4395700
2023-09-01,120.000000,122.500000,119.970001,122.139999,120.920311,6395400
2023-09-05,122.769997,124.989998,122.559998,122.830002,121.603424,5785700
2023-09-06,122.470001,123.440002,121.919998,123.070000,121.841026,4664000
2023-09-07,122.989998,123.680000,121.610001,121.709999,120.494606,3503900
2023-09-08,122.760002,124.010002,122.449997,122.720001,121.494522,4368400
2023-09-11,123.440002,123.900002,119.820000,120.440002,119.237297,4294500
2023-09-12,121.250000,123.440002,121.199997,123.080002,121.850929,4486600
2023-09-13,123.480003,123.699997,121.470001,122.309998,121.088615,3879700
2023-09-14,123.500000,124.889999,123.440002,124.500000,123.256744,4686200
2023-09-15,124.050003,125.989998,123.190002,123.570000,122.336037,12420400
2023-09-18,125.180000,125.730003,124.070000,124.480003,123.236946,4945300
2023-09-19,125.839996,126.029999,122.180000,123.160004,121.930130,4190700
2023-09-20,122.629997,123.809998,121.059998,121.169998,119.959999,3444600
2023-09-21,122.029999,122.160004,118.750000,119.070000,117.880974,4470700
2023-09-22,119.919998,121.180000,119.040001,119.160004,117.970078,3641100
2023-09-25,119.290001,121.269997,118.889999,121.070000,119.861000,3291300
2023-09-26,119.800003,121.440002,119.339996,120.139999,118.940285,5204500
2023-09-27,121.720001,123.919998,120.800003,123.089996,122.472473,5364100
2023-09-28,122.860001,124.309998,122.180000,122.720001,122.104332,3964600
2023-09-29,122.480003,122.610001,119.639999,119.800003,119.198982,5308600
2023-10-02,120.239998,120.309998,115.959999,117.099998,116.512527,4769500
2023-10-03,116.760002,117.669998,116.070000,117.599998,117.010017,4162600
2023-10-04,115.320000,115.629997,111.669998,113.330002,112.761444,7287600
2023-10-05,112.510002,114.580002,112.190002,113.419998,112.850983,4070100
2023-10-06,114.379997,116.589996,113.160004,115.330002,114.751404,4209100
2023-10-09,118.959999,121.870003,118.750000,121.820000,121.208847,6532800
2023-10-10,121.250000,122.239998,120.190002,120.389999,119.786018,5705500
2023-10-11,119.500000,120.190002,118.029999,120.040001,119.437775,7300700
2023-10-12,121.080002,121.730003,120.459999,121.110001,120.502411,3859500
2023-10-13,124.059998,125.970001,123.430000,124.860001,124.233597,5589100
2023-10-16,125.580002,126.120003,124.180000,125.309998,124.681335,3769500
2023-10-17,125.199997,126.430000,124.940002,125.459999,124.830582,4213800
2023-10-18,126.209999,127.239998,125.449997,126.589996,125.954910,4781900
2023-10-19,125.690002,127.349998,124.870003,126.379997,125.745964,4491300
2023-10-20,126.190002,126.669998,123.860001,124.059998,123.437607,5289400
2023-10-23,123.059998,123.160004,120.639999,121.339996,120.731247,5969400
2023-10-24,121.570000,121.989998,119.900002,119.949997,119.348221,4664400
2023-10-25,119.529999,120.930000,118.769997,120.410004,119.805923,5010600
2023-10-26,118.730003,119.160004,117.250000,118.309998,117.716454,6066500
2023-10-27,117.699997,118.339996,116.440002,117.800003,117.209015,5312500
2023-10-30,117.779999,118.500000,116.510002,118.139999,117.547310,5830500
2023-10-31,117.900002,118.989998,116.489998,118.800003,118.204002,4505000
2023-11-01,119.480003,119.769997,116.489998,116.669998,116.084679,8350900
2023-11-02,117.870003,123.250000,117.370003,122.019997,121.407837,9068700
2023-11-03,121.500000,121.889999,119.349998,119.750000,119.149231,5934800
2023-11-06,120.239998,120.559998,118.190002,118.470001,117.875656,4610800
2023-11-07,116.419998,116.500000,114.330002,115.250000,114.671806,5491000
2023-11-08,115.199997,115.620003,113.970001,114.449997,113.875816,5884300
2023-11-09,115.650002,116.070000,114.050003,114.150002,113.577324,4306200
2023-11-10,115.239998,116.209999,114.599998,115.610001,115.029999,4602300
2023-11-13,114.989998,115.910004,114.989998,115.360001,115.360001,3225700
2023-11-14,116.000000,116.809998,115.339996,115.540001,115.540001,5421700
2023-11-15,115.000000,116.669998,114.879997,115.029999,115.029999,4733300
2023-11-16,113.510002,113.760002,109.980003,111.989998,111.989998,6733200
2023-11-17,112.800003,115.529999,112.230003,114.589996,114.589996,5799100
2023-11-20,114.989998,116.580002,114.589996,115.389999,115.389999,4046400
2023-11-21,115.180000,115.629997,114.559998,115.169998,115.169998,3720200
2023-11-22,112.019997,115.129997,111.160004,114.849998,114.849998,4559000
2023-11-24,114.889999,116.570000,114.860001,115.489998,115.489998,2159200
