Date,Open,High,Low,Close,Adj Close,Volume
2022-09-01,119.550003,119.779999,117.129997,118.709999,111.208885,2685500
2022-09-02,122.339996,123.250000,120.629997,121.519997,113.841316,2355800
2022-09-06,122.930000,123.459999,119.830002,120.309998,112.707756,2395900
2022-09-07,117.000000,118.860001,115.559998,117.180000,109.775543,3785500
2022-09-08,118.589996,118.900002,116.510002,118.309998,110.834137,3505400
2022-09-09,120.879997,124.099998,120.800003,123.360001,115.565056,2839400
2022-09-12,125.360001,127.669998,124.870003,126.410004,118.422325,3460200
2022-09-13,124.410004,127.070000,122.519997,122.910004,115.143486,3020800
2022-09-14,123.110001,128.169998,122.900002,126.730003,120.188889,3271800
2022-09-15,124.370003,125.820000,122.400002,122.559998,116.234116,3534000
2022-09-16,122.820000,122.980003,118.650002,121.449997,115.181412,5704200
2022-09-19,117.230003,121.250000,117.010002,120.430000,114.214066,2339200
2022-09-20,120.029999,120.489998,117.410004,119.629997,113.455338,2361600
2022-09-21,121.889999,122.879997,118.199997,118.239998,112.137085,2540900
2022-09-22,120.449997,121.230003,118.180000,118.349998,112.241425,3313400
2022-09-23,113.510002,113.730003,107.879997,109.120003,103.487831,5139300
2022-09-26,108.160004,109.879997,105.089996,105.180000,99.751183,4465400
2022-09-27,107.000000,107.510002,104.889999,105.449997,100.007248,4404200
2022-09-28,106.000000,112.370003,105.779999,111.730003,105.963112,4199100
2022-09-29,110.650002,113.279999,108.500000,112.970001,107.139114,2966500
2022-09-30,111.370003,113.629997,109.910004,111.730003,105.963112,3329300
2022-10-03,116.919998,120.690002,116.559998,119.930000,113.739868,4243300
2022-10-04,123.040001,125.379997,121.470001,125.169998,118.709404,3360400
2022-10-05,125.070000,127.370003,123.139999,126.080002,119.572433,3967700
2022-10-06,124.800003,128.500000,124.660004,127.529999,120.947601,5045700
2022-10-07,128.070007,130.320007,126.279999,127.449997,120.871719,3655700
2022-10-10,127.449997,129.240005,123.349998,123.699997,117.315269,2674300
2022-10-11,121.279999,125.330002,120.570000,122.699997,116.366882,3017700
2022-10-12,121.699997,124.760002,120.199997,123.459999,117.087662,2540600
2022-10-13,121.519997,128.320007,121.519997,127.339996,120.767403,2803800
2022-10-14,124.930000,127.290001,120.500000,120.570000,115.024300,3230200
2022-10-17,122.660004,123.930000,120.650002,120.900002,115.339119,3558100
2022-10-18,124.019997,125.419998,121.379997,123.989998,118.287003,4018000
2022-10-19,125.000000,130.929993,124.309998,130.070007,124.087357,4718800
2022-10-20,131.059998,134.309998,130.740005,131.589996,125.537430,3902400
2022-10-21,132.500000,135.869995,131.619995,135.000000,128.790588,4237200
2022-10-24,134.820007,136.449997,134.410004,134.660004,128.466232,4000900
2022-10-25,133.860001,134.270004,131.839996,132.000000,125.928574,4173200
2022-10-26,133.160004,135.559998,132.149994,134.300003,128.122787,3848500
