Date,Open,High,Low,Close,Adj Close,Volume
2022-09-01,37.549999,37.830002,36.430000,36.849998,36.036259,10516700
2022-09-02,38.099998,38.630001,37.490002,38.070000,37.229317,11375100
2022-09-06,38.240002,38.529999,37.139999,37.360001,36.703712,10785100
2022-09-07,36.439999,37.180000,35.990002,37.060001,36.408989,11759900
2022-09-08,37.389999,38.509998,37.169998,38.169998,37.499485,14681800
2022-09-09,39.049999,39.869999,38.660000,39.650002,38.953491,9628600
2022-09-12,40.029999,40.480000,39.590000,40.150002,39.444706,8935200
2022-09-13,39.570000,40.070000,38.230000,38.470001,37.794220,11124100
2022-09-14,38.980000,40.450001,38.980000,40.240002,39.533127,9958200
2022-09-15,39.360001,40.040001,39.150002,39.630001,38.933842,9945700
2022-09-16,39.299999,39.380001,37.639999,38.369999,37.695969,16890300
2022-09-19,37.169998,39.029999,37.090000,38.970001,38.285435,7377600
2022-09-20,38.709999,38.750000,38.040001,38.500000,37.823689,9360500
2022-09-21,39.110001,39.430000,37.549999,37.580002,36.919853,9153000
2022-09-22,38.099998,38.740002,37.840000,38.230000,37.558437,12875000
2022-09-23,36.250000,36.459999,34.380001,35.000000,34.385174,17421000
2022-09-26,34.950001,35.349998,33.799999,33.860001,33.265198,12006400
2022-09-27,34.599998,35.299999,33.860001,33.980000,33.383091,12712500
2022-09-28,34.410000,35.639999,34.099998,35.439999,34.817440,12205400
2022-09-29,35.150002,36.009998,34.299999,35.970001,35.338135,12191700
2022-09-30,35.470001,36.610001,35.270000,35.900002,35.269371,15329800
2022-10-03,37.580002,38.529999,37.320000,38.299999,37.627205,13978200
2022-10-04,39.169998,39.840000,38.590000,39.119999,38.432800,16268000
2022-10-05,39.130001,41.939999,39.130001,41.570000,40.839764,28104400
2022-10-06,41.380001,42.840000,41.220001,42.490002,41.743603,16403000
2022-10-07,42.529999,43.119999,41.680000,42.590000,41.841846,15953800
2022-10-10,42.330002,43.020000,41.590000,42.130001,41.389927,10380600
2022-10-11,41.270000,42.290001,41.099998,41.759998,41.026424,10474800
2022-10-12,41.500000,42.330002,41.200001,42.020000,41.281857,11271700
2022-10-13,41.810001,44.330002,41.779999,44.189999,43.413734,16364400
2022-10-14,43.540001,44.099998,42.090000,42.160000,41.419395,11504700
2022-10-17,43.000000,43.410000,42.209999,42.860001,42.107101,10330300
2022-10-18,43.419998,43.970001,42.560001,43.360001,42.598320,9734500
2022-10-19,44.000000,45.619999,43.840000,45.470001,44.671253,16869400
2022-10-20,46.000000,46.230000,45.240002,45.689999,44.887386,15915700
2022-10-21,46.970001,50.540001,46.790001,50.410000,49.524471,35351400
2022-10-24,50.060001,52.509998,49.660000,52.150002,51.233906,27296600
2022-10-25,51.889999,52.680000,51.209999,52.470001,51.548290,18932500
2022-10-26,52.930000,53.889999,52.139999,52.180000,51.263386,18232500
2022-10-27,53.000000,53.599998,51.500000,51.680000,50.772163,18298200
2022-10-28,51.040001,51.709999,49.770000,50.450001,49.563770,15772800
2022-10-31,50.009998,52.419998,50.009998,52.029999,51.116016,16663800
2022-11-01,52.700001,52.939999,51.500000,51.549999,50.644447,11932200
2022-11-02,51.270000,52.380001,50.700001,51.139999,50.241646,11892300
2022-11-03,50.610001,52.130001,50.500000,51.799999,50.890057,15764600
2022-11-04,53.349998,54.029999,52.230000,53.099998,52.167217,16764500
2022-11-07,53.000000,55.110001,52.810001,54.810001,53.847183,19928100
2022-11-08,54.810001,55.119999,54.180000,54.689999,53.729286,15249600
2022-11-09,54.090000,54.090000,52.790001,53.070000,52.137749,21809000
2022-11-10,53.790001,54.160000,52.450001,53.099998,52.167217,13088700
2022-11-11,54.189999,55.259998,54.169998,54.820000,53.857006,14725000
2022-11-14,54.619999,56.040001,53.869999,54.070000,53.120178,9089200
2022-11-15,54.450001,55.000000,53.580002,54.669998,53.709637,9513400
2022-11-16,54.150002,54.610001,52.610001,52.990002,52.059155,13414600
2022-11-17,52.000000,52.860001,51.419998,52.830002,51.901962,9868200
2022-11-18,51.849998,53.610001,50.880001,53.439999,52.501247,12140200
2022-11-21,51.240002,52.689999,48.860001,52.270000,51.351803,18814400
2022-11-22,53.020000,53.770000,51.830002,53.639999,52.697735,8969800
2022-11-23,52.450001,52.889999,51.060001,51.419998,50.516731,10463200
2022-11-25,51.139999,51.520000,50.529999,50.830002,49.937096,4951900
2022-11-28,49.509998,50.830002,49.080002,49.880001,49.003784,15397500
2022-11-29,50.599998,51.389999,49.930000,51.049999,50.153229,10809300
2022-11-30,51.580002,51.900002,50.480000,51.549999,50.644447,19230300
2022-12-01,52.320000,52.740002,51.459999,51.759998,50.850758,8152900
2022-12-02,51.500000,52.880001,51.290001,52.790001,51.862667,9378600
2022-12-05,53.529999,54.180000,50.950001,51.380001,50.477436,12047000
2022-12-06,50.939999,52.099998,50.480000,50.880001,50.157055,12311000
2022-12-07,50.980000,51.799999,49.549999,49.799999,49.092396,9700900
2022-12-08,50.910000,51.619999,49.500000,49.919998,49.210690,9367800
2022-12-09,49.919998,50.529999,46.830002,46.970001,46.302608,16079900
2022-12-12,47.060001,49.209999,47.000000,49.099998,48.402344,11416900
2022-12-13,50.250000,51.380001,49.950001,51.049999,50.324635,11659700
2022-12-14,51.330002,51.560001,49.939999,50.430000,49.713444,10212200
2022-12-15,50.119999,50.450001,49.349998,50.110001,49.397995,11048100
2022-12-16,48.950001,49.459999,48.250000,49.380001,48.678364,22945200
2022-12-19,49.959999,50.540001,49.419998,49.830002,49.121975,7447000
2022-12-20,49.950001,52.090000,49.820000,51.759998,51.024544,11496100
2022-12-21,52.849998,53.590000,51.919998,53.310001,52.552528,9019500
2022-12-22,53.320000,53.529999,50.130001,51.389999,50.659801,7574500
2022-12-23,52.200001,53.000000,51.380001,52.990002,52.237072,8082300
2022-12-27,53.340000,53.869999,52.790001,53.500000,52.739826,6200900
2022-12-28,53.369999,53.639999,51.990002,52.599998,51.852612,7192700
2022-12-29,52.410000,53.160000,52.060001,52.910000,52.158207,5200000
2022-12-30,52.520000,53.549999,52.400002,53.459999,52.700394,4629800
2023-01-03,52.860001,53.590000,50.360001,51.500000,50.768242,8487800
2023-01-04,50.459999,52.029999,50.189999,51.700001,50.965401,9069800
2023-01-05,51.660000,53.209999,51.660000,52.669998,51.921616,6622100
2023-01-06,53.450001,54.700001,53.299999,54.500000,53.725613,10171800
2023-01-09,55.279999,56.279999,55.099998,55.639999,54.849415,12104300
2023-01-10,55.599998,56.169998,54.950001,55.959999,55.164871,7080300
2023-01-11,55.950001,56.750000,55.730000,56.320000,55.519760,8856900
2023-01-12,56.230000,58.610001,56.180000,58.000000,57.175888,12857100
2023-01-13,57.990002,58.520000,57.330002,58.279999,57.451908,7345000
2023-01-17,58.150002,58.930000,57.959999,58.459999,57.629345,8467200
2023-01-18,58.939999,59.450001,57.029999,57.130001,56.318245,11332700
2023-01-19,56.290001,57.939999,56.209999,57.380001,56.564697,15283700
2023-01-20,57.490002,58.990002,56.220001,57.349998,56.535118,19204800
2023-01-23,57.500000,57.700001,55.230000,55.860001,55.066292,15090600
2023-01-24,54.070000,56.439999,54.070000,55.470001,54.681835,8784400
2023-01-25,55.150002,56.500000,54.270000,56.250000,55.450748,9053000
2023-01-26,56.619999,57.549999,55.299999,57.470001,56.653419,8581500
2023-01-27,57.320000,58.099998,56.599998,56.970001,56.160519,7669500
2023-01-30,56.630001,56.830002,56.119999,56.340000,55.539471,6181100
2023-01-31,56.279999,57.439999,55.980000,56.980000,56.170376,5951900
2023-02-01,56.910000,57.439999,55.000000,55.700001,54.908569,10454000
2023-02-02,55.259998,55.259998,51.970001,52.290001,51.547016,17007600
2023-02-03,52.820000,54.669998,52.549999,52.639999,51.892048,10737000
2023-02-06,52.799999,53.380001,52.189999,53.090000,52.335651,6482100
2023-02-07,53.439999,54.130001,52.740002,53.889999,53.375629,9109700
2023-02-08,54.000000,55.130001,53.750000,54.709999,54.187801,7939900
2023-02-09,54.459999,54.740002,53.740002,53.840000,53.326107,7116500
2023-02-10,54.770000,56.419998,54.480000,56.360001,55.822056,9410700
2023-02-13,55.900002,57.360001,55.240002,57.310001,56.762989,8964200
2023-02-14,56.410000,57.799999,56.110001,56.820000,56.277664,7437300
2023-02-15,56.150002,56.299999,55.020000,55.990002,55.455589,7077200
2023-02-16,56.000000,56.590000,55.419998,55.779999,55.247585,5089700
2023-02-17,55.000000,55.060001,53.130001,53.340000,52.830879,9162900
2023-02-21,53.299999,54.590000,53.270000,53.400002,52.890308,7422100
2023-02-22,53.160000,53.939999,52.040001,52.410000,51.909756,9181100
2023-02-23,53.580002,54.020000,52.869999,53.320000,52.811069,6324500
2023-02-24,52.799999,54.130001,52.200001,53.919998,53.405342,8458700
2023-02-27,54.029999,54.529999,53.389999,54.400002,53.880764,6287000
2023-02-28,54.990002,55.290001,53.200001,53.209999,52.702118,10634200
2023-03-01,53.250000,55.160000,53.119999,54.889999,54.366081,7166500
2023-03-02,54.619999,55.480000,54.049999,55.299999,54.772171,5668300
2023-03-03,54.490002,56.139999,54.189999,55.990002,55.455589,6726500
2023-03-06,55.470001,55.730000,54.939999,55.349998,54.821693,6116600
2023-03-07,55.020000,55.070000,54.000000,54.040001,53.524200,6908500
2023-03-08,53.709999,54.259998,52.320000,53.540001,53.028969,7555000
2023-03-09,53.900002,54.439999,52.099998,52.189999,51.691856,8844300
2023-03-10,51.770000,52.950001,50.660000,51.000000,50.513214,8608400
2023-03-13,49.369999,50.490002,48.320000,48.840000,48.373833,10914700
2023-03-14,49.250000,50.889999,48.450001,49.360001,48.888866,10345900
2023-03-15,46.770000,46.959999,44.720001,45.320000,44.887428,18103300
2023-03-16,44.340000,46.529999,44.080002,46.180000,45.739220,16769500
2023-03-17,45.950001,46.000000,44.369999,44.680000,44.253536,20723800
2023-03-20,44.889999,46.549999,44.700001,46.220001,45.778839,10496100
2023-03-21,47.990002,48.660000,47.520000,48.279999,47.819176,10486500
2023-03-22,48.549999,48.910000,47.290001,47.400002,46.947578,11557000
